Var1,Var2,Var3,Var4
2018-04-16 12:15:06+08:00,0BxMzV,30.752534,103.934076
2018-04-16 12:15:06+08:00,0EMkbx,30.75639,103.929605
2018-04-16 12:15:06+08:00,0KMZ4V,30.747527,103.93341
2018-04-16 12:15:05+08:00,0lZM47,30.739565,103.930901
2018-04-16 12:15:05+08:00,0lzVor,30.740449,103.927213
2018-04-16 12:15:06+08:00,0nV6oL,30.755166,103.938197
2018-04-16 12:15:06+08:00,0y8q2P,30.75248,103.934434
2018-04-16 12:15:06+08:00,0yPEXl,30.755594,103.933663
2018-04-16 12:15:06+08:00,0yaZ8V,30.75246,103.935054
2018-04-16 12:15:06+08:00,25LPxR,30.755682,103.93385
2018-04-16 12:15:06+08:00,25MZGZ,30.756277,103.929885
2018-04-16 12:15:06+08:00,25OYX4,30.752392,103.934885
2018-04-16 12:15:06+08:00,27ZL6G,30.756504,103.929476
2018-04-16 12:15:05+08:00,2AwoP6,30.744068,103.921331
2018-04-16 12:15:06+08:00,3G0ZMp,30.754165,103.931417
2018-04-16 12:15:06+08:00,3GDBrp,30.755619,103.933632
2018-04-16 12:15:05+08:00,3GepPq,30.743857,103.927389
2018-04-16 12:15:05+08:00,3JGOm,30.751948,103.92998
2018-04-16 12:15:06+08:00,3K5k4g,30.755846,103.934076
2018-04-16 12:15:06+08:00,3Kqo6L,30.752289,103.934236
2018-04-16 12:15:06+08:00,3Qa5ol,30.753933,103.930897
2018-04-16 12:15:06+08:00,3Qb56L,30.754881,103.930094
2018-04-16 12:15:05+08:00,3Xq0Gq,30.748564,103.923531
2018-04-16 12:15:06+08:00,3nY2Rm,30.757348,103.927149
2018-04-16 12:15:06+08:00,3xKbag,30.752045,103.918346
2018-04-16 12:15:06+08:00,3xg7M7,30.754914,103.930148
2018-04-16 12:15:06+08:00,3xgxXD,30.755541,103.933731
2018-04-16 12:15:06+08:00,4523ZM,30.753824,103.93089
2018-04-16 12:15:06+08:00,4NkKDK,30.754522,103.931622
2018-04-16 12:15:06+08:00,4VByvK,30.749014,103.934847
2018-04-16 12:15:06+08:00,4XpNkB,30.738853,103.9276
2018-04-16 12:15:06+08:00,4w4eEM,30.755577,103.933487
2018-04-16 12:15:06+08:00,52N4xK,30.754347,103.933456
2018-04-16 12:15:06+08:00,55o2zl,30.752046,103.93377
2018-04-16 12:15:05+08:00,57lOV7,30.750978,103.923792
2018-04-16 12:15:06+08:00,5ZzdzM,30.754918,103.929789
2018-04-16 12:15:05+08:00,5mmRrR,30.74073,103.929021
2018-04-16 12:15:05+08:00,5naqDl,30.740946,103.932278
2018-04-16 12:15:06+08:00,5nkAXM,30.752708,103.93458
2018-04-16 12:15:06+08:00,5r6nad,30.755537,103.933647
2018-04-16 12:15:06+08:00,5wJDEK,30.755797,103.933939
2018-04-16 12:15:06+08:00,5wNVo6,30.753855,103.931023
2018-04-16 12:15:05+08:00,5wklRd,30.739987,103.928172
2018-04-16 12:15:06+08:00,64p0LZ,30.754754,103.927121
2018-04-16 12:15:05+08:00,64pvVX,30.746426,103.921312
2018-04-16 12:15:06+08:00,67LAPZ,30.751321,103.920576
2018-04-16 12:15:05+08:00,6MGrmX,30.743324,103.930611
2018-04-16 12:15:06+08:00,6NB506,30.755137,103.932914
2018-04-16 12:15:05+08:00,6NqG2g,30.742262,103.928772
2018-04-16 12:15:06+08:00,6PGkMZ,30.756183,103.930033
2018-04-16 12:15:06+08:00,7MYYNb,30.750383,103.935971
2018-04-16 12:15:06+08:00,7NmbB8,30.754975,103.930194
2018-04-16 12:15:05+08:00,7PDGz,30.749027,103.924784
2018-04-16 12:15:06+08:00,7PEwOR,30.755633,103.93443
2018-04-16 12:15:06+08:00,7PNa4q,30.754843,103.929819
2018-04-16 12:15:06+08:00,7PwPNd,30.75567,103.933793
2018-04-16 12:15:05+08:00,7YNYEL,30.75223,103.929907
2018-04-16 12:15:06+08:00,7a8ezJ,30.755359,103.932425
2018-04-16 12:15:06+08:00,8D5xne,30.759198,103.933953
2018-04-16 12:15:06+08:00,8ZEq6l,30.755504,103.933647
2018-04-16 12:15:06+08:00,8aOdMK,30.754092,103.930636
2018-04-16 12:15:06+08:00,8aYyXk,30.754521,103.934824
2018-04-16 12:15:06+08:00,A5Zb0e,30.756425,103.928711
2018-04-16 12:15:05+08:00,A7xgp4,30.740701,103.930355
2018-04-16 12:15:05+08:00,AL36Je,30.744479,103.932945
2018-04-16 12:15:06+08:00,ALDkgA,30.752431,103.934076
2018-04-16 12:15:05+08:00,ALDnZV,30.750852,103.931255
2018-04-16 12:15:06+08:00,ALo8n4,30.754574,103.931624
2018-04-16 12:15:06+08:00,AODgE4,30.753938,103.930988
2018-04-16 12:15:06+08:00,AVepLO,30.738161,103.922813
2018-04-16 12:15:06+08:00,Ap8wrQ,30.753758,103.930943
2018-04-16 12:15:06+08:00,AxoozO,30.756176,103.930095
2018-04-16 12:15:06+08:00,B2zYgO,30.756294,103.930095
2018-04-16 12:15:06+08:00,BP3xAp,30.755333,103.934167
2018-04-16 12:15:06+08:00,BP5ydl,30.753891,103.930859
2018-04-16 12:15:06+08:00,BP8a3L,30.753855,103.930782
2018-04-16 12:15:06+08:00,BPBnxO,30.755767,103.932326
2018-04-16 12:15:06+08:00,BPlxgq,30.754572,103.930179
2018-04-16 12:15:06+08:00,BwRQ4J,30.750158,103.919781
2018-04-16 12:15:06+08:00,D2AB2Y,30.756588,103.930148
2018-04-16 12:15:05+08:00,D5ENn7,30.747788,103.925567
2018-04-16 12:15:06+08:00,D5dmmR,30.751863,103.923089
2018-04-16 12:15:06+08:00,D75p7Y,30.759182,103.930215
2018-04-16 12:15:06+08:00,D7LGY7,30.752406,103.934167
2018-04-16 12:15:06+08:00,D7X43n,30.752778,103.934335
2018-04-16 12:15:06+08:00,D7wanx,30.754638,103.931936
2018-04-16 12:15:06+08:00,DM76mY,30.75729,103.927291
2018-04-16 12:15:06+08:00,DMo6gY,30.752034,103.932262
2018-04-16 12:15:06+08:00,Dp8xQx,30.757282,103.930194
2018-04-16 12:15:06+08:00,DpJARw,30.755072,103.929865
2018-04-16 12:15:05+08:00,DpvLV4,30.752281,103.924097
2018-04-16 12:15:05+08:00,DpvoRa,30.752203,103.923998
2018-04-16 12:15:06+08:00,DvqQan,30.738916,103.922393
2018-04-16 12:15:06+08:00,DxAaln,30.752289,103.93419
2018-04-16 12:15:06+08:00,E57REJ,30.755202,103.92958
2018-04-16 12:15:06+08:00,E5NMzM,30.755704,103.932441
2018-04-16 12:15:06+08:00,E5yPw3,30.753619,103.930746
2018-04-16 12:15:06+08:00,EDK3Yn,30.754763,103.926702
2018-04-16 12:15:05+08:00,EDnexn,30.746433,103.926785
2018-04-16 12:15:05+08:00,ELv4B5,30.747514,103.93145
2018-04-16 12:15:06+08:00,EM4mMb,30.752276,103.93419
2018-04-16 12:15:06+08:00,EMMJVG,30.752431,103.934282
2018-04-16 12:15:05+08:00,EMoL48,30.749176,103.92496
2018-04-16 12:15:06+08:00,EMpYG8,30.752431,103.934137
2018-04-16 12:15:06+08:00,EON5E0,30.73696,103.929569
2018-04-16 12:15:06+08:00,EPa2A3,30.749107,103.920614
2018-04-16 12:15:06+08:00,EPeAvn,30.752128,103.936406
2018-04-16 12:15:06+08:00,G3RnKa,30.753188,103.934007
2018-04-16 12:15:06+08:00,G3RnXX,30.752398,103.93432
2018-04-16 12:15:06+08:00,G3Rwvq,30.750962,103.933995
2018-04-16 12:15:06+08:00,G3XMnX,30.752281,103.934124
2018-04-16 12:15:06+08:00,G3qY5J,30.755105,103.918056
2018-04-16 12:15:06+08:00,GV5KxJ,30.752309,103.934152
2018-04-16 12:15:06+08:00,GVb8dx,30.756211,103.929789
2018-04-16 12:15:06+08:00,GVmL7V,30.741736,103.92444
2018-04-16 12:15:06+08:00,GgA3qx,30.754202,103.932265
2018-04-16 12:15:06+08:00,GgZlwn,30.752595,103.933861
2018-04-16 12:15:05+08:00,Gga4ea,30.745754,103.927374
2018-04-16 12:15:06+08:00,GmZzLZ,30.755199,103.934236
2018-04-16 12:15:06+08:00,GmlvYq,30.753321,103.933831
2018-04-16 12:15:05+08:00,Gvzdnx,30.75077,103.931332
2018-04-16 12:15:06+08:00,JLkpL4,30.754763,103.929903
2018-04-16 12:15:05+08:00,JMNwxb,30.745648,103.928436
2018-04-16 12:15:05+08:00,JMXby5,30.745648,103.928352
2018-04-16 12:15:06+08:00,Jon7y5,30.755602,103.933632
2018-04-16 12:15:05+08:00,JpZKgP,30.746216,103.933586
2018-04-16 12:15:06+08:00,K5PmNq,30.75238,103.940122
2018-04-16 12:15:05+08:00,K72kwr,30.746412,103.92661
2018-04-16 12:15:05+08:00,K7gMkm,30.749189,103.930033
2018-04-16 12:15:06+08:00,KB7oBm,30.752423,103.93435
2018-04-16 12:15:06+08:00,KDEAEm,30.754046,103.930652
2018-04-16 12:15:06+08:00,KK443q,30.75729,103.930326
2018-04-16 12:15:06+08:00,KgREq,30.751822,103.933227
2018-04-16 12:15:06+08:00,Kz8wMV,30.755166,103.938197
2018-04-16 12:15:06+08:00,KzvOgg,30.754584,103.925642
2018-04-16 12:15:06+08:00,L3Eekk,30.75528,103.930327
2018-04-16 12:15:06+08:00,L3aM08,30.754684,103.931029
2018-04-16 12:15:05+08:00,L5rNN8,30.745799,103.928023
2018-04-16 12:15:06+08:00,LGpxmk,30.754788,103.931439
2018-04-16 12:15:06+08:00,LV0VpN,30.752314,103.935734
2018-04-16 12:15:06+08:00,LVzeN2,30.753751,103.931126
2018-04-16 12:15:06+08:00,LeG88R,30.759051,103.93066
2018-04-16 12:15:05+08:00,LvDxgb,30.747394,103.918353
2018-04-16 12:15:05+08:00,LvRzVN,30.751328,103.930331
2018-04-16 12:15:06+08:00,LvaKAl,30.754754,103.927121
2018-04-16 12:15:06+08:00,Lx6Zwe,30.756281,103.92985
2018-04-16 12:15:06+08:00,LzE3ml,30.753636,103.930636
2018-04-16 12:15:06+08:00,M3m52K,30.753575,103.930568
2018-04-16 12:15:06+08:00,M722or,30.755003,103.930033
2018-04-16 12:15:05+08:00,MBVZYz,30.746422,103.926656
2018-04-16 12:15:06+08:00,MEqqyK,30.752741,103.935084
2018-04-16 12:15:06+08:00,MOza5D,30.754697,103.932064
2018-04-16 12:15:06+08:00,MPdGe,30.759111,103.918568
2018-04-16 12:15:06+08:00,Mdpdmx,30.749376,103.920992
2018-04-16 12:15:06+08:00,MrYxe,30.750384,103.936162
2018-04-16 12:15:06+08:00,MwOkwe,30.738457,103.917635
2018-04-16 12:15:06+08:00,MwRYKx,30.752123,103.932336
2018-04-16 12:15:06+08:00,Mwrqxz,30.755641,103.933557
2018-04-16 12:15:06+08:00,N53mgm,30.751019,103.937112
2018-04-16 12:15:06+08:00,N56eRA,30.746969,103.934135
2018-04-16 12:15:06+08:00,NaBbqQ,30.75368,103.930743
2018-04-16 12:15:06+08:00,NlD80m,30.753123,103.933815
2018-04-16 12:15:06+08:00,NlLKxn,30.754778,103.929819
2018-04-16 12:15:06+08:00,NlNlmM,30.753966,103.930697
2018-04-16 12:15:06+08:00,NlY2RQ,30.752406,103.934611
2018-04-16 12:15:06+08:00,NlkPn3,30.754629,103.926756
2018-04-16 12:15:06+08:00,Nv7ber,30.752582,103.9192
2018-04-16 12:15:06+08:00,NwPaO5,30.759051,103.93066
2018-04-16 12:15:06+08:00,Nxd4GM,30.754103,103.930728
2018-04-16 12:15:06+08:00,NxpXQr,30.756501,103.929185
2018-04-16 12:15:06+08:00,OLN4M7,30.760057,103.930377
2018-04-16 12:15:06+08:00,ONYd78,30.75552,103.933647
2018-04-16 12:15:06+08:00,OOB08B,30.74922,103.9338
2018-04-16 12:15:06+08:00,OeZ2Ll,30.756656,103.930033
2018-04-16 12:15:06+08:00,OegRgB,30.755494,103.928268
2018-04-16 12:15:05+08:00,OegdY8,30.746393,103.92677
2018-04-16 12:15:06+08:00,On0V8J,30.754263,103.930872
2018-04-16 12:15:06+08:00,OnP0mz,30.752107,103.935077
2018-04-16 12:15:06+08:00,OyD8Jl,30.751621,103.932868
2018-04-16 12:15:06+08:00,P5bRoz,30.752501,103.934411
2018-04-16 12:15:06+08:00,PMX7ak,30.756426,103.9292
2018-04-16 12:15:06+08:00,PMzq6q,30.755198,103.926411
2018-04-16 12:15:06+08:00,Pevgxk,30.751608,103.933225
2018-04-16 12:15:05+08:00,Pg24R,30.743392,103.929429
2018-04-16 12:15:05+08:00,PqVBD8,30.74554,103.927962
2018-04-16 12:15:06+08:00,Q80pBD,30.752488,103.934027
2018-04-16 12:15:06+08:00,Q8RZl2,30.754914,103.930126
2018-04-16 12:15:05+08:00,QKy7lX,30.747374,103.926052
