Var1,Var2,Var3,Var4
2018-04-16 17:20:07+08:00,0KMZ4V,30.749206,103.917437
2018-04-16 17:20:08+08:00,0lZM47,30.739565,103.930901
2018-04-16 17:20:08+08:00,0lzVor,30.740449,103.927213
2018-04-16 17:20:08+08:00,0yPEXl,30.750556,103.937821
2018-04-16 17:20:08+08:00,25MZGZ,30.746067,103.927366
2018-04-16 17:20:08+08:00,2weJKv,30.754813,103.927794
2018-04-16 17:20:08+08:00,3G0QzE,30.750137,103.92985
2018-04-16 17:20:08+08:00,3GDBrp,30.748208,103.932929
2018-04-16 17:20:08+08:00,3JGOm,30.751948,103.92998
2018-04-16 17:20:08+08:00,3Qa5ol,30.750494,103.936827
2018-04-16 17:20:07+08:00,3Xq0Gq,30.748564,103.923531
2018-04-16 17:20:08+08:00,3xKvrD,30.750219,103.929689
2018-04-16 17:20:08+08:00,4VByvK,30.749014,103.934847
2018-04-16 17:20:09+08:00,4XpNkB,30.738853,103.9276
2018-04-16 17:20:08+08:00,52N4xK,30.742997,103.920503
2018-04-16 17:20:08+08:00,55o2zl,30.752046,103.93377
2018-04-16 17:20:08+08:00,57QE3R,30.74481,103.933128
2018-04-16 17:20:08+08:00,57lOV7,30.744002,103.924845
2018-04-16 17:20:08+08:00,5mmRrR,30.74073,103.929021
2018-04-16 17:20:08+08:00,5wJDEK,30.746701,103.928785
2018-04-16 17:20:08+08:00,64ylEX,30.752587,103.919246
2018-04-16 17:20:08+08:00,6MGrmX,30.743324,103.930611
2018-04-16 17:20:08+08:00,6NB506,30.752229,103.92431
2018-04-16 17:20:08+08:00,6PGkMZ,30.751826,103.925143
2018-04-16 17:20:08+08:00,76X83b,30.755466,103.932183
2018-04-16 17:20:08+08:00,7MYYNb,30.750383,103.935971
2018-04-16 17:20:08+08:00,7MxQoJ,30.744087,103.929207
2018-04-16 17:20:07+08:00,7PDGz,30.749027,103.924784
2018-04-16 17:20:08+08:00,7PNa4q,30.749158,103.931859
2018-04-16 17:20:08+08:00,7PpvoL,30.744358,103.924991
2018-04-16 17:20:07+08:00,7PwPNd,30.747125,103.925747
2018-04-16 17:20:08+08:00,7YNYEL,30.746862,103.934106
2018-04-16 17:20:08+08:00,8aOdMK,30.753974,103.931126
2018-04-16 17:20:08+08:00,A7xgp4,30.740701,103.930355
2018-04-16 17:20:08+08:00,A7yKRD,30.753431,103.930217
2018-04-16 17:20:08+08:00,APBnpe,30.754846,103.927244
2018-04-16 17:20:09+08:00,AVepLO,30.738161,103.922813
2018-04-16 17:20:07+08:00,B2zYgO,30.744681,103.925028
2018-04-16 17:20:08+08:00,BP3xAp,30.755933,103.932455
2018-04-16 17:20:08+08:00,BP5ydl,30.751188,103.916551
2018-04-16 17:20:08+08:00,BPlxgq,30.754922,103.931255
2018-04-16 17:20:08+08:00,BPv2El,30.753867,103.930766
2018-04-16 17:20:07+08:00,BwRQ4J,30.750158,103.919781
2018-04-16 17:20:08+08:00,Bwqodn,30.740327,103.927274
2018-04-16 17:20:08+08:00,D2AB2Y,30.754329,103.931141
2018-04-16 17:20:08+08:00,D75p7Y,30.744053,103.938691
2018-04-16 17:20:08+08:00,D7X43n,30.752251,103.934221
2018-04-16 17:20:08+08:00,D7wanx,30.741902,103.928178
2018-04-16 17:20:07+08:00,DM76mY,30.750388,103.921639
2018-04-16 17:20:08+08:00,Dp8xQx,30.744197,103.9247
2018-04-16 17:20:09+08:00,DvqQan,30.738916,103.922393
2018-04-16 17:20:08+08:00,DxAaln,30.757282,103.930179
