Var1,Var2,Var3,Var4
2018-04-16 08:06:10+08:00,0KMZ4V,30.747789,103.934031
2018-04-16 08:06:11+08:00,0lzVor,30.740449,103.927213
2018-04-16 08:06:11+08:00,26Myp4,30.750602,103.921257
2018-04-16 08:06:11+08:00,2AwoP6,30.744068,103.921331
2018-04-16 08:06:11+08:00,3GeJOD,30.754885,103.926626
2018-04-16 08:06:10+08:00,3JGOm,30.751948,103.92998
2018-04-16 08:06:11+08:00,3Xq0Gq,30.748564,103.923531
2018-04-16 08:06:10+08:00,45w5PD,30.751852,103.931562
2018-04-16 08:06:10+08:00,4XoO6E,30.750882,103.936254
2018-04-16 08:06:11+08:00,4rZD8B,30.746922,103.939777
2018-04-16 08:06:11+08:00,5mmRrR,30.74073,103.929021
2018-04-16 08:06:12+08:00,5nQZke,30.754297,103.920041
2018-04-16 08:06:11+08:00,67LAPZ,30.745212,103.917773
2018-04-16 08:06:10+08:00,6MGrmX,30.743324,103.930611
2018-04-16 08:06:10+08:00,6PmyXX,30.752369,103.93411
2018-04-16 08:06:11+08:00,6bbkBq,30.750039,103.925838
2018-04-16 08:06:10+08:00,7MYYNb,30.750383,103.935971
2018-04-16 08:06:11+08:00,7PDGz,30.749027,103.924784
2018-04-16 08:06:11+08:00,7YNYEL,30.742987,103.930537
2018-04-16 08:06:10+08:00,7a8ezJ,30.755058,103.932868
2018-04-16 08:06:10+08:00,7aDXZL,30.754886,103.934886
2018-04-16 08:06:11+08:00,8ZEq6l,30.755941,103.932234
2018-04-16 08:06:11+08:00,A73034,30.75158,103.921612
2018-04-16 08:06:11+08:00,A7VnG2,30.750524,103.920773
2018-04-16 08:06:11+08:00,A7xgp4,30.740746,103.93029
2018-04-16 08:06:11+08:00,APk0eQ,30.7547,103.926773
2018-04-16 08:06:11+08:00,AVJd4r,30.755155,103.923478
2018-04-16 08:06:10+08:00,AVOO7r,30.745427,103.934396
2018-04-16 08:06:10+08:00,AVVLKr,30.747981,103.933433
2018-04-16 08:06:11+08:00,BwRQ4J,30.750158,103.919781
2018-04-16 08:06:12+08:00,D5BMAY,30.76238,103.936042
2018-04-16 08:06:11+08:00,D7XoKY,30.755446,103.926427
2018-04-16 08:06:10+08:00,DOXdro,30.752458,103.933342
2018-04-16 08:06:10+08:00,DOnww4,30.752284,103.933864
2018-04-16 08:06:10+08:00,DpwwJb,30.756741,103.920889
2018-04-16 08:06:12+08:00,DvqQan,30.738916,103.922393
2018-04-16 08:06:10+08:00,ELv4B5,30.750544,103.937377
2018-04-16 08:06:10+08:00,EMMJVG,30.749542,103.929032
2018-04-16 08:06:12+08:00,EON5E0,30.737694,103.926677
2018-04-16 08:06:11+08:00,EPMy55,30.750312,103.925861
2018-04-16 08:06:11+08:00,EPa2A3,30.749107,103.920614
2018-04-16 08:06:10+08:00,EPeAvn,30.752128,103.936406
2018-04-16 08:06:10+08:00,EPevlJ,30.74978,103.938114
2018-04-16 08:06:11+08:00,EXy7eJ,30.741176,103.926214
2018-04-16 08:06:12+08:00,G52KdX,30.737543,103.917902
2018-04-16 08:06:11+08:00,G58E6q,30.741658,103.929857
2018-04-16 08:06:10+08:00,GV6xvJ,30.750389,103.933143
2018-04-16 08:06:11+08:00,GmBABx,30.743936,103.919323
2018-04-16 08:06:10+08:00,JMDePY,30.75443,103.931417
2018-04-16 08:06:11+08:00,JMXby5,30.745929,103.926213
2018-04-16 08:06:11+08:00,JVLexL,30.748919,103.923531
2018-04-16 08:06:10+08:00,JpZKgP,30.746216,103.933586
2018-04-16 08:06:10+08:00,JyLJVY,30.748162,103.933036
2018-04-16 08:06:11+08:00,Kq6RGy,30.749155,103.925647
2018-04-16 08:06:10+08:00,LK0Exw,30.753536,103.932145
2018-04-16 08:06:10+08:00,LvRzVN,30.751328,103.930331
2018-04-16 08:06:11+08:00,MERdez,30.760119,103.922272
2018-04-16 08:06:11+08:00,MOvENe,30.762541,103.927665
2018-04-16 08:06:11+08:00,MdLVXQ,30.749351,103.920301
2018-04-16 08:06:11+08:00,Mdpdmx,30.74894,103.920734
2018-04-16 08:06:11+08:00,MeaaBz,30.749725,103.926095
2018-04-16 08:06:10+08:00,MrYxe,30.753709,103.931607
2018-04-16 08:06:12+08:00,MwOkwe,30.748867,103.917259
2018-04-16 08:06:10+08:00,N53mgm,30.751019,103.937112
2018-04-16 08:06:11+08:00,NMpbm,30.746933,103.934404
2018-04-16 08:06:11+08:00,NplEP3,30.743746,103.937424
2018-04-16 08:06:11+08:00,Nw5nqm,30.746982,103.925922
2018-04-16 08:06:11+08:00,NwRn5M,30.756131,103.92827
2018-04-16 08:06:10+08:00,NwrMxn,30.752553,103.934502
2018-04-16 08:06:12+08:00,Nxd4GM,30.738945,103.931561
2018-04-16 08:06:11+08:00,OB24M8,30.754996,103.926442
2018-04-16 08:06:10+08:00,OB2EB8,30.755051,103.932967
2018-04-16 08:06:11+08:00,OBpxJJ,30.751114,103.919958
2018-04-16 08:06:10+08:00,OOB08B,30.74922,103.9338
2018-04-16 08:06:10+08:00,OyD8Jl,30.751621,103.932868
2018-04-16 08:06:11+08:00,PMlL3L,30.754412,103.930109
2018-04-16 08:06:10+08:00,PNZBVB,30.750443,103.939587
2018-04-16 08:06:11+08:00,Palwek,30.749738,103.926037
2018-04-16 08:06:10+08:00,Pevgxk,30.751608,103.933225
2018-04-16 08:06:11+08:00,PldMpv,30.757558,103.92819
2018-04-16 08:06:10+08:00,Q5Zx6v,30.759979,103.918514
2018-04-16 08:06:11+08:00,QO5GeX,30.743001,103.93029
2018-04-16 08:06:12+08:00,QaJLE0,30.738957,103.930797
2018-04-16 08:06:10+08:00,R5VPx5,30.751325,103.932815
2018-04-16 08:06:10+08:00,R8B0d8,30.749009,103.932669
2018-04-16 08:06:11+08:00,RG4Z85,30.749916,103.919972
2018-04-16 08:06:10+08:00,RX8Rdv,30.74972,103.936506
2018-04-16 08:06:11+08:00,RXzgMO,30.751938,103.923707
2018-04-16 08:06:10+08:00,RpXmX8,30.755314,103.93466
2018-04-16 08:06:10+08:00,VBBGrd,30.752678,103.932333
2018-04-16 08:06:12+08:00,VBoZLg,30.738585,103.92499
2018-04-16 08:06:11+08:00,VqpeGD,30.743888,103.924815
2018-04-16 08:06:10+08:00,X5gmbq,30.753061,103.935841
2018-04-16 08:06:10+08:00,X5vNeG,30.74963,103.936307
2018-04-16 08:06:10+08:00,XVe22n,30.753785,103.934969
2018-04-16 08:06:10+08:00,Xxd4pr,30.756081,103.933854
2018-04-16 08:06:10+08:00,YbbbVw,30.751405,103.934007
2018-04-16 08:06:10+08:00,YblAkE,30.749177,103.937324
2018-04-16 08:06:12+08:00,YeJaPP,30.739588,103.931332
2018-04-16 08:06:10+08:00,YeqkQ4,30.755709,103.934481
2018-04-16 08:06:11+08:00,Z5pYYZ,30.757155,103.92707
2018-04-16 08:06:11+08:00,ZJGmYe,30.747173,103.919468
2018-04-16 08:06:12+08:00,ZJR4Nr,30.738283,103.930713
2018-04-16 08:06:11+08:00,a56pvA,30.747103,103.919048
2018-04-16 08:06:10+08:00,aZEDrA,30.759504,103.918201
2018-04-16 08:06:10+08:00,aq5O0w,30.746837,103.932746
2018-04-16 08:06:11+08:00,aqAbPw,30.741721,103.918559
2018-04-16 08:06:10+08:00,aqgZr4,30.749564,103.937538
2018-04-16 08:06:10+08:00,aqp6Lp,30.751768,103.936544
2018-04-16 08:06:11+08:00,arkoZA,30.755962,103.932249
2018-04-16 08:06:11+08:00,bR0Oyx,30.756117,103.933213
2018-04-16 08:06:11+08:00,bVdXK0,30.753243,103.929086
2018-04-16 08:06:11+08:00,by2ZPY,30.74126,103.932268
2018-04-16 08:06:11+08:00,dDdPky,30.747758,103.923391
2018-04-16 08:06:11+08:00,dJpBak,30.740411,103.929715
2018-04-16 08:06:11+08:00,dKKwak,30.752101,103.925614
2018-04-16 08:06:11+08:00,dPoBPZ,30.761226,103.919065
