Var1,Var2,Var3,Var4
2018-04-16 19:30:06+08:00,0BxMzV,30.751961,103.926251
2018-04-16 19:30:06+08:00,0ELKwO,30.744718,103.928222
2018-04-16 19:30:06+08:00,0EMkbx,30.751824,103.926381
2018-04-16 19:30:06+08:00,0KMZ4V,30.751158,103.932988
2018-04-16 19:30:06+08:00,0lZM47,30.739565,103.930901
2018-04-16 19:30:06+08:00,0y8q2P,30.750076,103.92933
2018-04-16 19:30:06+08:00,0yQa0V,30.750842,103.930697
2018-04-16 19:30:06+08:00,26Z4V5,30.748877,103.930803
2018-04-16 19:30:06+08:00,26ZAvG,30.749734,103.92911
2018-04-16 19:30:06+08:00,2P85PG,30.751169,103.924371
2018-04-16 19:30:06+08:00,2lw546,30.749189,103.933044
2018-04-16 19:30:06+08:00,3G0QzE,30.750093,103.929674
2018-04-16 19:30:06+08:00,3GeJOD,30.753687,103.936078
2018-04-16 19:30:06+08:00,3JGOm,30.751948,103.92998
2018-04-16 19:30:06+08:00,3KqBNq,30.753647,103.935933
2018-04-16 19:30:06+08:00,3QRJzq,30.752185,103.924341
2018-04-16 19:30:06+08:00,3Xq0Gq,30.748564,103.923531
2018-04-16 19:30:06+08:00,3XyA2p,30.752269,103.923248
2018-04-16 19:30:06+08:00,3lEXz7,30.750907,103.938035
2018-04-16 19:30:05+08:00,3pQQ2p,30.754997,103.928108
2018-04-16 19:30:06+08:00,3xKvrD,30.750711,103.925204
2018-04-16 19:30:06+08:00,3xdOoE,30.752297,103.93419
2018-04-16 19:30:06+08:00,4BDdD3,30.738279,103.92716
2018-04-16 19:30:06+08:00,4NkBNk,30.755107,103.926097
2018-04-16 19:30:06+08:00,4VByvK,30.749014,103.934847
2018-04-16 19:30:06+08:00,4VQDpB,30.759592,103.918682
2018-04-16 19:30:06+08:00,4XpNkB,30.751463,103.922773
2018-04-16 19:30:07+08:00,4rZD8B,30.736223,103.932294
2018-04-16 19:30:06+08:00,4wb7wZ,30.741636,103.9203
2018-04-16 19:30:06+08:00,4wgGrK,30.750174,103.924685
2018-04-16 19:30:06+08:00,55o2zl,30.752046,103.93377
2018-04-16 19:30:05+08:00,567Jp0,30.755815,103.93251
2018-04-16 19:30:06+08:00,57QE3R,30.756259,103.912612
2018-04-16 19:30:06+08:00,5mmRrR,30.74073,103.929021
2018-04-16 19:30:06+08:00,5nQZke,30.750932,103.930988
2018-04-16 19:30:06+08:00,5naqDl,30.751958,103.926178
2018-04-16 19:30:06+08:00,5ryOkP,30.748719,103.931217
2018-04-16 19:30:06+08:00,5w56E6,30.750715,103.925172
2018-04-16 19:30:06+08:00,6MGrmX,30.743324,103.930611
2018-04-16 19:30:06+08:00,6PGkMZ,30.753802,103.936307
2018-04-16 19:30:06+08:00,72MKxg,30.748029,103.938575
2018-04-16 19:30:06+08:00,77gdqJ,30.747436,103.919812
2018-04-16 19:30:06+08:00,7MRbkL,30.748106,103.933346
2018-04-16 19:30:06+08:00,7MxQoJ,30.744087,103.929207
2018-04-16 19:30:06+08:00,7NmbB8,30.744025,103.924585
2018-04-16 19:30:06+08:00,7P64Mq,30.750884,103.930728
2018-04-16 19:30:06+08:00,7PNOKb,30.750271,103.931691
2018-04-16 19:30:06+08:00,7PPkoP,30.751932,103.926381
2018-04-16 19:30:06+08:00,7PYqz8,30.751852,103.926411
2018-04-16 19:30:06+08:00,7Px05R,30.744806,103.930499
2018-04-16 19:30:06+08:00,7YNYEL,30.746862,103.934106
2018-04-16 19:30:06+08:00,7a8ezJ,30.752309,103.934152
2018-04-16 19:30:06+08:00,7aDD2d,30.748372,103.932181
2018-04-16 19:30:06+08:00,7lpP4g,30.750992,103.930255
2018-04-16 19:30:05+08:00,86gzJl,30.758197,103.93387
2018-04-16 19:30:06+08:00,8DrLJ2,30.742867,103.930094
2018-04-16 19:30:06+08:00,8ZEq6l,30.752342,103.924081
2018-04-16 19:30:06+08:00,8aG8EK,30.748735,103.931836
2018-04-16 19:30:06+08:00,8lrAny,30.745637,103.928138
2018-04-16 19:30:06+08:00,AL36Je,30.749628,103.929086
2018-04-16 19:30:05+08:00,ALo8n4,30.754754,103.927121
2018-04-16 19:30:06+08:00,APRv7O,30.751962,103.926725
2018-04-16 19:30:05+08:00,AVVLKr,30.748912,103.92312
2018-04-16 19:30:06+08:00,AVepLO,30.738161,103.922813
2018-04-16 19:30:06+08:00,BP0RAO,30.742125,103.929231
2018-04-16 19:30:05+08:00,BP3xAp,30.755933,103.932455
2018-04-16 19:30:06+08:00,BPlxgq,30.751593,103.924426
2018-04-16 19:30:06+08:00,BwRQ4J,30.750158,103.919781
2018-04-16 19:30:06+08:00,BwRmlp,30.744075,103.928963
2018-04-16 19:30:06+08:00,Bwqodn,30.740327,103.927274
2018-04-16 19:30:06+08:00,D2k8Oo,30.751503,103.933571
2018-04-16 19:30:06+08:00,D5KLOB,30.738886,103.927062
2018-04-16 19:30:06+08:00,D5dmmR,30.750486,103.921306
2018-04-16 19:30:06+08:00,DNg5ko,30.746394,103.935118
2018-04-16 19:30:06+08:00,DOLGd7,30.75454,103.93857
2018-04-16 19:30:06+08:00,DOnww4,30.745771,103.928265
2018-04-16 19:30:06+08:00,Dp8xQx,30.750849,103.93189
2018-04-16 19:30:06+08:00,DpJ7Zb,30.752573,103.930988
2018-04-16 19:30:06+08:00,Dx3aXb,30.755427,103.9183
2018-04-16 19:30:06+08:00,E5NMzM,30.750577,103.921374
2018-04-16 19:30:06+08:00,E6J3yb,30.745546,103.927275
2018-04-16 19:30:06+08:00,E6gRn0,30.751959,103.931745
2018-04-16 19:30:05+08:00,E6z6B5,30.756342,103.929735
2018-04-16 19:30:05+08:00,ELv4B5,30.753703,103.930912
2018-04-16 19:30:06+08:00,EM7L3q,30.749187,103.924784
2018-04-16 19:30:06+08:00,EMP4v2,30.751579,103.921294
2018-04-16 19:30:06+08:00,EMpYG8,30.750097,103.933044
2018-04-16 19:30:06+08:00,EON5E0,30.739509,103.926868
2018-04-16 19:30:06+08:00,G3KYkn,30.750466,103.921423
2018-04-16 19:30:07+08:00,G5LRM6,30.737073,103.928833
2018-04-16 19:30:06+08:00,GV0xe6,30.762433,103.917598
2018-04-16 19:30:06+08:00,GV5KxJ,30.747778,103.931332
2018-04-16 19:30:06+08:00,GVA2oa,30.752769,103.934327
2018-04-16 19:30:05+08:00,GbeOqX,30.753729,103.930048
2018-04-16 19:30:06+08:00,GmlvYq,30.752381,103.935573
2018-04-16 19:30:05+08:00,GmqG2X,30.754153,103.930667
2018-04-16 19:30:05+08:00,GmrLMa,30.755152,103.932929
2018-04-16 19:30:06+08:00,JVLexL,30.751907,103.933731
2018-04-16 19:30:06+08:00,JpVlOP,30.750864,103.932822
2018-04-16 19:30:06+08:00,JpZKgP,30.746216,103.933586
2018-04-16 19:30:06+08:00,JqP784,30.751871,103.925518
2018-04-16 19:30:06+08:00,JqgDAY,30.752533,103.930828
2018-04-16 19:30:06+08:00,K5PmNq,30.75238,103.940122
2018-04-16 19:30:05+08:00,KB2zEV,30.754999,103.92959
2018-04-16 19:30:06+08:00,KBDQxm,30.751875,103.926282
2018-04-16 19:30:06+08:00,KBdByA,30.742258,103.928711
2018-04-16 19:30:06+08:00,KK44By,30.745965,103.928062
2018-04-16 19:30:06+08:00,KV5AaN,30.737038,103.934151
2018-04-16 19:30:06+08:00,KgREq,30.751822,103.933227
2018-04-16 19:30:06+08:00,KzZeeN,30.750226,103.928111
2018-04-16 19:30:07+08:00,L3v3qk,30.735752,103.93117
2018-04-16 19:30:06+08:00,LvDxgb,30.747394,103.918353
2018-04-16 19:30:06+08:00,LvRzVN,30.751328,103.930331
2018-04-16 19:30:06+08:00,LzXDeK,30.748906,103.931187
2018-04-16 19:30:06+08:00,M3mD7d,30.749164,103.932929
2018-04-16 19:30:06+08:00,M7JJJ8,30.749194,103.936843
2018-04-16 19:30:06+08:00,MBVzKe,30.748243,103.932265
2018-04-16 19:30:06+08:00,MEqqyK,30.750109,103.932073
2018-04-16 19:30:06+08:00,MawaZd,30.746406,103.921026
2018-04-16 19:30:06+08:00,Mdpdmx,30.748994,103.920739
2018-04-16 19:30:06+08:00,MeaaBz,30.749695,103.936536
2018-04-16 19:30:06+08:00,MrYxe,30.750384,103.936162
2018-04-16 19:30:06+08:00,MwOkwe,30.740151,103.924373
2018-04-16 19:30:06+08:00,MwoV7z,30.738297,103.927778
2018-04-16 19:30:06+08:00,Mwrqxz,30.755151,103.926129
2018-04-16 19:30:06+08:00,N56eRA,30.749314,103.932302
2018-04-16 19:30:06+08:00,N5M77G,30.748117,103.933594
2018-04-16 19:30:06+08:00,N5eQZ3,30.739565,103.930063
2018-04-16 19:30:06+08:00,NaXg63,30.748731,103.931935
2018-04-16 19:30:06+08:00,NlLKxn,30.746979,103.926366
2018-04-16 19:30:06+08:00,NpDGE5,30.75048,103.918567
2018-04-16 19:30:06+08:00,Nw5nqm,30.74015,103.937888
2018-04-16 19:30:06+08:00,NwPaO5,30.761216,103.931605
2018-04-16 19:30:06+08:00,NwmadG,30.748929,103.931007
2018-04-16 19:30:06+08:00,Nx24OM,30.751851,103.933227
2018-04-16 19:30:06+08:00,OLN4M7,30.760057,103.930377
2018-04-16 19:30:06+08:00,ONYd78,30.749079,103.932249
2018-04-16 19:30:05+08:00,OegRgB,30.756537,103.92933
2018-04-16 19:30:05+08:00,OegdY8,30.756221,103.930048
2018-04-16 19:30:06+08:00,OnRnoB,30.750838,103.931163
2018-04-16 19:30:06+08:00,OyRyR8,30.748347,103.933311
2018-04-16 19:30:06+08:00,P5bAa8,30.749542,103.928971
2018-04-16 19:30:05+08:00,PMBXO8,30.755958,103.928566
2018-04-16 19:30:06+08:00,Pg24R,30.744469,103.921563
2018-04-16 19:30:06+08:00,Pv55qZ,30.748331,103.938312
2018-04-16 19:30:06+08:00,Q8RZ3k,30.750108,103.929689
2018-04-16 19:30:06+08:00,Q8xMy0,30.749883,103.926171
2018-04-16 19:30:06+08:00,QGXdAv,30.749189,103.933013
2018-04-16 19:30:05+08:00,QKAQ53,30.754168,103.930537
2018-04-16 19:30:05+08:00,QO5GeX,30.757204,103.929052
2018-04-16 19:30:06+08:00,QeaNPD,30.748883,103.932539
2018-04-16 19:30:06+08:00,Qeovla,30.749647,103.929086
2018-04-16 19:30:06+08:00,R87KqO,30.75198,103.931282
2018-04-16 19:30:05+08:00,R8B0d8,30.755619,103.933762
2018-04-16 19:30:06+08:00,R8V0nD,30.751871,103.926297
2018-04-16 19:30:06+08:00,RX8Rdv,30.74972,103.936506
2018-04-16 19:30:06+08:00,RXzgMO,30.753204,103.936029
2018-04-16 19:30:06+08:00,RpXmX8,30.749384,103.930997
2018-04-16 19:30:06+08:00,RpdGP8,30.752855,103.926141
2018-04-16 19:30:05+08:00,V54GK7,30.754517,103.928497
2018-04-16 19:30:06+08:00,V6lXlx,30.741242,103.926895
2018-04-16 19:30:06+08:00,VBBGrd,30.747321,103.926908
2018-04-16 19:30:06+08:00,VBoZLg,30.738585,103.92499
2018-04-16 19:30:06+08:00,VdDbDD,30.749116,103.937788
2018-04-16 19:30:06+08:00,Vqe5vR,30.752394,103.931042
2018-04-16 19:30:06+08:00,X5gmbq,30.753061,103.935841
2018-04-16 19:30:06+08:00,XV6bJr,30.750953,103.931027
2018-04-16 19:30:06+08:00,XVe22n,30.750852,103.931187
2018-04-16 19:30:06+08:00,XoyOqk,30.74705,103.925678
2018-04-16 19:30:05+08:00,XvOB33,30.754111,103.930728
2018-04-16 19:30:05+08:00,Xxd4pr,30.750538,103.922676
2018-04-16 19:30:06+08:00,XxqG4r,30.748532,103.923964
2018-04-16 19:30:06+08:00,XzRBKl,30.751976,103.931821
2018-04-16 19:30:05+08:00,Y7AnzO,30.753656,103.931951
2018-04-16 19:30:06+08:00,Y7bdnE,30.742212,103.941038
2018-04-16 19:30:06+08:00,YJOG6N,30.74918,103.932868
2018-04-16 19:30:06+08:00,YbbbVw,30.751405,103.934007
2018-04-16 19:30:05+08:00,YeRJq7,30.754027,103.930499
2018-04-16 19:30:05+08:00,Yeeb37,30.756525,103.929345
2018-04-16 19:30:06+08:00,Z4JzAz,30.759182,103.930215
2018-04-16 19:30:06+08:00,ZJAyeQ,30.749222,103.931187
2018-04-16 19:30:06+08:00,ZJkxnX,30.751656,103.932933
2018-04-16 19:30:06+08:00,ZJnXmz,30.749762,103.929086
2018-04-16 19:30:06+08:00,ZZmG7P,30.74364,103.928718
