Var1,Var2,Var3,Var4
2018-04-16 22:05:06+08:00,0EMkbx,30.751824,103.926381
2018-04-16 22:05:06+08:00,0KMZ4V,30.751158,103.932988
2018-04-16 22:05:06+08:00,0lZM47,30.739565,103.930901
2018-04-16 22:05:06+08:00,0yQa0V,30.737433,103.930728
2018-04-16 22:05:05+08:00,2dz3m4,30.755758,103.932425
2018-04-16 22:05:06+08:00,2lw546,30.749189,103.933044
2018-04-16 22:05:06+08:00,3GDBrp,30.754507,103.931385
2018-04-16 22:05:05+08:00,3GDq3m,30.753575,103.933602
2018-04-16 22:05:06+08:00,3JGOm,30.751948,103.92998
2018-04-16 22:05:05+08:00,3Kqo6L,30.755201,103.932685
2018-04-16 22:05:05+08:00,3Xq0Gq,30.748564,103.923531
2018-04-16 22:05:06+08:00,3XyA2p,30.752269,103.923248
2018-04-16 22:05:06+08:00,3lEXz7,30.750907,103.938035
2018-04-16 22:05:06+08:00,3pQQ2p,30.754999,103.927642
2018-04-16 22:05:06+08:00,3xKvrD,30.749219,103.936858
2018-04-16 22:05:06+08:00,3xdOoE,30.752297,103.93419
2018-04-16 22:05:06+08:00,3xgxXD,30.749185,103.933044
2018-04-16 22:05:05+08:00,4GYKAZ,30.755247,103.932364
2018-04-16 22:05:06+08:00,4NkBNk,30.755107,103.926097
2018-04-16 22:05:06+08:00,4NkZ8B,30.752473,103.919158
2018-04-16 22:05:06+08:00,4VByvK,30.749014,103.934847
2018-04-16 22:05:06+08:00,4VQDpB,30.740964,103.926274
2018-04-16 22:05:06+08:00,4XpNkB,30.751463,103.922773
2018-04-16 22:05:07+08:00,4rZD8B,30.736223,103.932294
2018-04-16 22:05:06+08:00,55o2zl,30.752046,103.93377
2018-04-16 22:05:06+08:00,5mmRrR,30.74073,103.929021
2018-04-16 22:05:06+08:00,5naqDl,30.751958,103.926178
2018-04-16 22:05:06+08:00,5w56E6,30.750715,103.925172
2018-04-16 22:05:06+08:00,5wNVo6,30.759182,103.930215
2018-04-16 22:05:06+08:00,646dmX,30.747918,103.92
2018-04-16 22:05:06+08:00,64zXgD,30.742796,103.9302
2018-04-16 22:05:05+08:00,6MGrmX,30.743324,103.930611
2018-04-16 22:05:06+08:00,72MKxg,30.748029,103.938575
2018-04-16 22:05:06+08:00,7MRbkL,30.748106,103.933346
2018-04-16 22:05:05+08:00,7MxQoJ,30.744087,103.929207
2018-04-16 22:05:06+08:00,7Nya8d,30.754996,103.926236
2018-04-16 22:05:06+08:00,7PVJKR,30.7519,103.926381
2018-04-16 22:05:06+08:00,7PYqz8,30.751852,103.926411
2018-04-16 22:05:05+08:00,7Px05R,30.753152,103.933923
2018-04-16 22:05:05+08:00,7YNYEL,30.746862,103.934106
2018-04-16 22:05:06+08:00,7a8ezJ,30.755202,103.930224
2018-04-16 22:05:05+08:00,7aDD2d,30.748372,103.932181
2018-04-16 22:05:06+08:00,8DrLJ2,30.742867,103.930094
2018-04-16 22:05:06+08:00,8aG8EK,30.748735,103.931836
2018-04-16 22:05:06+08:00,A7VnG2,30.751493,103.916293
2018-04-16 22:05:06+08:00,A7xgp4,30.740983,103.930682
2018-04-16 22:05:06+08:00,AVVLKr,30.748912,103.92312
2018-04-16 22:05:06+08:00,AVepLO,30.738161,103.922813
2018-04-16 22:05:06+08:00,BP0RAO,30.753882,103.932524
2018-04-16 22:05:06+08:00,BPlxgq,30.752464,103.935298
2018-04-16 22:05:06+08:00,BPv2El,30.751761,103.932967
2018-04-16 22:05:06+08:00,BwRmlp,30.744075,103.928963
2018-04-16 22:05:06+08:00,Bwqodn,30.752378,103.929017
2018-04-16 22:05:06+08:00,Bxwell,30.739578,103.930078
2018-04-16 22:05:05+08:00,D2k8Oo,30.754905,103.933893
