2018-04-16 14:00:07+08:00,nOEPLg,30.755208,103.934824
2018-04-16 14:00:07+08:00,zKamvd,30.75557,103.934496
2018-04-16 14:00:07+08:00,DpJARw,30.755555,103.934496
2018-04-16 14:00:07+08:00,bN7BM4,30.754845,103.934855
2018-04-16 14:00:07+08:00,gR5Dxe,30.754859,103.93474
2018-04-16 14:00:07+08:00,wvB5B6,30.754744,103.934924
2018-04-16 14:00:07+08:00,57QE3R,30.754733,103.934885
2018-04-16 14:00:07+08:00,5w56E6,30.755659,103.933747
2018-04-16 14:00:07+08:00,Jon7y5,30.755602,103.933632
2018-04-16 14:00:07+08:00,gY5L2p,30.755232,103.933701
2018-04-16 14:00:07+08:00,koR34D,30.757278,103.934167
2018-04-16 14:00:07+08:00,pQ0PYq,30.754621,103.93698
2018-04-16 14:00:07+08:00,Gvzdnx,30.75389,103.934954
2018-04-16 14:00:07+08:00,Qe8Yev,30.755133,103.933419
2018-04-16 14:00:07+08:00,XVe22n,30.753629,103.935917
2018-04-16 14:00:07+08:00,AxoozO,30.753577,103.934985
2018-04-16 14:00:07+08:00,4NkKDK,30.753528,103.935176
2018-04-16 14:00:07+08:00,GVb8dx,30.753553,103.935833
2018-04-16 14:00:07+08:00,Vx6P6Z,30.753544,103.934954
2018-04-16 14:00:07+08:00,bYpxgY,30.753524,103.934925
2018-04-16 14:00:07+08:00,27ZL6G,30.753479,103.934954
2018-04-16 14:00:07+08:00,7NmbB8,30.755026,103.932983
2018-04-16 14:00:07+08:00,wkmJJl,30.755014,103.932868
2018-04-16 14:00:07+08:00,RXzgMO,30.753204,103.936029
2018-04-16 14:00:07+08:00,wbJLq6,30.758197,103.93387
2018-04-16 14:00:07+08:00,wbVvL3,30.755166,103.938197
2018-04-16 14:00:07+08:00,3naYZq,30.755166,103.938197
2018-04-16 14:00:07+08:00,LzrVll,30.755588,103.932524
2018-04-16 14:00:07+08:00,7a8ezJ,30.755359,103.932425
2018-04-16 14:00:07+08:00,MByqwe,30.75454,103.922776
2018-04-16 14:00:07+08:00,yr0Md3,30.752606,103.919229
2018-04-16 14:00:07+08:00,Nv7ber,30.752582,103.9192
2018-04-16 14:00:07+08:00,QOmK54,30.752477,103.919166
2018-04-16 14:00:07+08:00,mQaonw,30.751216,103.921533
2018-04-16 14:00:07+08:00,PMYdgq,30.751292,103.920545
2018-04-16 14:00:07+08:00,dPlkkv,30.752027,103.923616
2018-04-16 14:00:07+08:00,APGxNr,30.754375,103.938219
2018-04-16 14:00:08+08:00,3JGOm,30.751948,103.92998
2018-04-16 14:00:08+08:00,7YNYEL,30.75223,103.929907
2018-04-16 14:00:08+08:00,LvRzVN,30.751328,103.930331
2018-04-16 14:00:08+08:00,Pv55qZ,30.750863,103.930091
2018-04-16 14:00:08+08:00,bVdXK0,30.753243,103.929086
2018-04-16 14:00:08+08:00,5nQZke,30.750871,103.930697
2018-04-16 14:00:08+08:00,YvKBOk,30.752017,103.931042
2018-04-16 14:00:08+08:00,p4veXx,30.750892,103.930766
2018-04-16 14:00:08+08:00,g8AgN4,30.752375,103.931011
2018-04-16 14:00:08+08:00,BPv2El,30.750072,103.929559
2018-04-16 14:00:08+08:00,z8V4Oa,30.75099,103.931
2018-04-16 14:00:08+08:00,26ZAvG,30.750727,103.930986
2018-04-16 14:00:08+08:00,Pl2p0k,30.750838,103.931163
2018-04-16 14:00:08+08:00,aQ5pRG,30.750838,103.931163
2018-04-16 14:00:08+08:00,R8V0nD,30.751784,103.931461
2018-04-16 14:00:08+08:00,dYBabr,30.751992,103.93163
2018-04-16 14:00:08+08:00,wEMK6r,30.751996,103.931661
2018-04-16 14:00:08+08:00,64BDXl,30.753697,103.930784
2018-04-16 14:00:08+08:00,gRdvBe,30.751931,103.931745
2018-04-16 14:00:08+08:00,DxA48o,30.753949,103.928268
2018-04-16 14:00:08+08:00,n4kklm,30.749489,103.928971
2018-04-16 14:00:08+08:00,EMO3d0,30.75104,103.931691
2018-04-16 14:00:08+08:00,M7NDVz,30.750685,103.931905
2018-04-16 14:00:08+08:00,vRbeYk,30.751201,103.932394
2018-04-16 14:00:08+08:00,X5gmbq,30.753061,103.935841
2018-04-16 14:00:08+08:00,EMpYG8,30.752454,103.935734
2018-04-16 14:00:08+08:00,0yaZ8V,30.75246,103.935054
2018-04-16 14:00:08+08:00,LzkzG8,30.7524,103.93575
2018-04-16 14:00:08+08:00,mM0daJ,30.752324,103.935605
2018-04-16 14:00:08+08:00,LV0VpN,30.752314,103.935734
2018-04-16 14:00:08+08:00,onbkKn,30.752219,103.935098
2018-04-16 14:00:08+08:00,qOKLrZ,30.753143,103.9339
2018-04-16 14:00:08+08:00,D2lGz4,30.752318,103.934221
2018-04-16 14:00:08+08:00,EPeAvn,30.752128,103.936406
2018-04-16 14:00:08+08:00,G3XMnX,30.752281,103.934124
2018-04-16 14:00:08+08:00,Kz8wDr,30.752291,103.934033
2018-04-16 14:00:08+08:00,55o2zl,30.752046,103.93377
2018-04-16 14:00:08+08:00,zvLgka,30.753204,103.932914
2018-04-16 14:00:08+08:00,XzRBKl,30.753939,103.932295
2018-04-16 14:00:08+08:00,E6lN4n,30.746158,103.927389
2018-04-16 14:00:08+08:00,7Px05R,30.745925,103.928122
2018-04-16 14:00:08+08:00,NxGrJ3,30.745519,103.928138
2018-04-16 14:00:08+08:00,l4JDE2,30.745592,103.928192
2018-04-16 14:00:08+08:00,v0PmNb,30.74654,103.926801
2018-04-16 14:00:08+08:00,mkl0Mv,30.745706,103.928368
2018-04-16 14:00:08+08:00,ev5V8n,30.745483,103.928337
2018-04-16 14:00:08+08:00,52eLkd,30.745462,103.928368
2018-04-16 14:00:08+08:00,APBnpe,30.746584,103.926656
2018-04-16 14:00:08+08:00,p4w3zO,30.745462,103.928413
2018-04-16 14:00:08+08:00,ZJNqlD,30.746687,103.926673
2018-04-16 14:00:08+08:00,K7EQar,30.745498,103.928497
2018-04-16 14:00:08+08:00,NlPaGG,30.746641,103.926556
2018-04-16 14:00:08+08:00,P6Lkwq,30.745315,103.928497
2018-04-16 14:00:08+08:00,PMKMkB,30.745951,103.928696
2018-04-16 14:00:08+08:00,lQm3Ab,30.747187,103.926686
2018-04-16 14:00:08+08:00,kBB56p,30.744471,103.928428
2018-04-16 14:00:08+08:00,eQRnVn,30.746638,103.928947
2018-04-16 14:00:08+08:00,V5krx7,30.746939,103.926037
2018-04-16 14:00:08+08:00,DpJ7Zb,30.747479,103.926701
2018-04-16 14:00:08+08:00,RqJYx3,30.747423,103.92648
2018-04-16 14:00:08+08:00,MBy3GP,30.746995,103.925968
2018-04-16 14:00:08+08:00,8lRmkd,30.746978,103.925937
2018-04-16 14:00:08+08:00,GVevDZ,30.747381,103.926282
2018-04-16 14:00:08+08:00,Nw5nqm,30.746986,103.925857
2018-04-16 14:00:08+08:00,r4bxb5,30.746827,103.925464
