Var1,Var2,Var3,Var4
2018-04-16 08:35:06+08:00,0KMZ4V,30.747789,103.934031
2018-04-16 08:35:06+08:00,0lzVor,30.740449,103.927213
2018-04-16 08:35:05+08:00,2AwoP6,30.744068,103.921331
2018-04-16 08:35:05+08:00,3GeJOD,30.750023,103.929185
2018-04-16 08:35:06+08:00,3JGOm,30.751948,103.92998
2018-04-16 08:35:06+08:00,3Xq0Gq,30.748564,103.923531
2018-04-16 08:35:05+08:00,4XoO6E,30.750882,103.936254
2018-04-16 08:35:06+08:00,4XpNkB,30.738853,103.9276
2018-04-16 08:35:06+08:00,52N4xK,30.741627,103.924465
2018-04-16 08:35:06+08:00,5mmRrR,30.74073,103.929021
2018-04-16 08:35:06+08:00,5nQZke,30.754085,103.928077
2018-04-16 08:35:05+08:00,5rYbAR,30.751592,103.933647
2018-04-16 08:35:06+08:00,5w56E6,30.749062,103.932345
2018-04-16 08:35:05+08:00,64p0LZ,30.752139,103.92332
2018-04-16 08:35:05+08:00,6MGrmX,30.743324,103.930611
2018-04-16 08:35:05+08:00,7MYYNb,30.750383,103.935971
2018-04-16 08:35:05+08:00,7PDGz,30.749027,103.924784
2018-04-16 08:35:06+08:00,7PNOKb,30.751158,103.931661
2018-04-16 08:35:05+08:00,7YNYEL,30.742987,103.930537
2018-04-16 08:35:06+08:00,7avn3P,30.755137,103.926725
2018-04-16 08:35:05+08:00,7dAEZz,30.745606,103.934237
2018-04-16 08:35:05+08:00,8dpDek,30.752557,103.934687
2018-04-16 08:35:06+08:00,A7VnG2,30.750524,103.920773
2018-04-16 08:35:06+08:00,A7xgp4,30.740701,103.930355
2018-04-16 08:35:06+08:00,AVJd4r,30.755155,103.923478
2018-04-16 08:35:06+08:00,BP5ydl,30.754488,103.934595
2018-04-16 08:35:06+08:00,BP8a3L,30.754889,103.921683
2018-04-16 08:35:06+08:00,BPlxgq,30.753775,103.931989
2018-04-16 08:35:06+08:00,BwRQ4J,30.750158,103.919781
2018-04-16 08:35:06+08:00,D2mAQR,30.738951,103.930223
2018-04-16 08:35:06+08:00,D7Q5Va,30.750835,103.930842
2018-04-16 08:35:06+08:00,DM76mY,30.748921,103.931256
2018-04-16 08:35:05+08:00,DOnww4,30.75223,103.933799
2018-04-16 08:35:06+08:00,Dp0eqx,30.7545,103.93212
2018-04-16 08:35:06+08:00,DvqQan,30.738916,103.922393
2018-04-16 08:35:05+08:00,E6lN4n,30.75151,103.933846
2018-04-16 08:35:06+08:00,ELv4B5,30.748896,103.935726
2018-04-16 08:35:05+08:00,EPMy55,30.750312,103.925861
2018-04-16 08:35:06+08:00,EPa2A3,30.749107,103.920614
2018-04-16 08:35:05+08:00,EPeAvn,30.752128,103.936406
2018-04-16 08:35:06+08:00,EPevlJ,30.74978,103.938114
2018-04-16 08:35:06+08:00,EXy7eJ,30.741176,103.926214
2018-04-16 08:35:06+08:00,G52KdX,30.737543,103.917902
2018-04-16 08:35:06+08:00,G58E6q,30.741658,103.929857
2018-04-16 08:35:05+08:00,GVb8dx,30.751586,103.932723
2018-04-16 08:35:06+08:00,Ggd8B6,30.749134,103.932838
2018-04-16 08:35:06+08:00,JLkpL4,30.748687,103.931989
2018-04-16 08:35:05+08:00,JpZKgP,30.746216,103.933586
2018-04-16 08:35:06+08:00,K7gMkm,30.751971,103.931707
2018-04-16 08:35:05+08:00,KBe4ry,30.749968,103.926587
2018-04-16 08:35:05+08:00,Kq6RGy,30.749155,103.925647
2018-04-16 08:35:05+08:00,KzP47y,30.756674,103.933446
2018-04-16 08:35:06+08:00,LVvk6N,30.755645,103.932364
