Var1,Var2,Var3,Var4
2018-04-16 10:35:07+08:00,0KMZ4V,30.747527,103.93341
2018-04-16 10:35:08+08:00,0lzVor,30.740449,103.927213
2018-04-16 10:35:07+08:00,0yaZ8V,30.746229,103.927305
2018-04-16 10:35:08+08:00,27ZL6G,30.751841,103.931791
2018-04-16 10:35:08+08:00,2AwoP6,30.744068,103.921331
2018-04-16 10:35:07+08:00,2dz3m4,30.748833,103.931072
2018-04-16 10:35:08+08:00,3G0ZMp,30.751158,103.931859
2018-04-16 10:35:07+08:00,3GeJOD,30.746852,103.925937
2018-04-16 10:35:07+08:00,3JGOm,30.751948,103.92998
2018-04-16 10:35:07+08:00,3Kqo6L,30.752338,103.934969
2018-04-16 10:35:07+08:00,3QRJzq,30.751951,103.930912
2018-04-16 10:35:08+08:00,3Qb56L,30.750124,103.924616
2018-04-16 10:35:07+08:00,3Xq0Gq,30.748564,103.923531
2018-04-16 10:35:07+08:00,3naYZq,30.746953,103.931122
2018-04-16 10:35:08+08:00,3xPGP7,30.749797,103.931676
2018-04-16 10:35:07+08:00,3xg7M7,30.750047,103.92959
2018-04-16 10:35:08+08:00,45Vp5D,30.76108,103.938769
2018-04-16 10:35:07+08:00,4GYKAZ,30.749518,103.929147
2018-04-16 10:35:08+08:00,4VByvK,30.749014,103.934847
2018-04-16 10:35:08+08:00,4XoO6E,30.750882,103.936254
2018-04-16 10:35:08+08:00,4XpNkB,30.738853,103.9276
2018-04-16 10:35:07+08:00,52N4xK,30.746805,103.92886
2018-04-16 10:35:07+08:00,55o2zl,30.752046,103.93377
2018-04-16 10:35:07+08:00,5mBZJd,30.752796,103.930155
2018-04-16 10:35:08+08:00,5mmRrR,30.74073,103.929021
2018-04-16 10:35:07+08:00,5nQZke,30.750161,103.92975
2018-04-16 10:35:07+08:00,5rYbAR,30.748955,103.931271
2018-04-16 10:35:08+08:00,5w56E6,30.749062,103.932345
2018-04-16 10:35:07+08:00,64p0LZ,30.752643,103.936277
2018-04-16 10:35:07+08:00,6MGrmX,30.743324,103.930611
2018-04-16 10:35:07+08:00,6PKxkX,30.753779,103.935214
2018-04-16 10:35:08+08:00,7MYYNb,30.750383,103.935971
2018-04-16 10:35:07+08:00,7NmbB8,30.752493,103.93507
2018-04-16 10:35:08+08:00,7PDGz,30.749027,103.924784
2018-04-16 10:35:07+08:00,7Pl5vd,30.745898,103.928222
2018-04-16 10:35:07+08:00,7YNYEL,30.75223,103.929907
2018-04-16 10:35:07+08:00,7avn3P,30.755215,103.926641
2018-04-16 10:35:07+08:00,7dAEZz,30.752255,103.93385
2018-04-16 10:35:08+08:00,864nOl,30.750693,103.931032
2018-04-16 10:35:08+08:00,86z7r2,30.751487,103.941361
2018-04-16 10:35:07+08:00,8D5xne,30.755178,103.929127
2018-04-16 10:35:07+08:00,8aG8EK,30.745944,103.929589
2018-04-16 10:35:07+08:00,8aOdMK,30.747283,103.925838
2018-04-16 10:35:08+08:00,A7VnG2,30.751111,103.91675
2018-04-16 10:35:08+08:00,A7xgp4,30.740701,103.930355
2018-04-16 10:35:08+08:00,ALDkgA,30.742966,103.926701
2018-04-16 10:35:07+08:00,BMOOGq,30.749035,103.931301
2018-04-16 10:35:08+08:00,BP5ydl,30.749258,103.932945
2018-04-16 10:35:08+08:00,BP8a3L,30.751645,103.932815
2018-04-16 10:35:08+08:00,BPlxgq,30.751978,103.926183
2018-04-16 10:35:07+08:00,Bp3BQn,30.747788,103.925567
2018-04-16 10:35:07+08:00,BwRQ4J,30.750158,103.919781
2018-04-16 10:35:08+08:00,D7Q5Va,30.751843,103.926053
2018-04-16 10:35:07+08:00,D7XaVn,30.748598,103.932004
2018-04-16 10:35:07+08:00,D7wanx,30.749231,103.930837
2018-04-16 10:35:08+08:00,DM76mY,30.749883,103.926171
2018-04-16 10:35:07+08:00,DOLGd7,30.757281,103.9273
2018-04-16 10:35:07+08:00,DOnww4,30.748801,103.930485
2018-04-16 10:35:08+08:00,Dp7doY,30.750998,103.931989
2018-04-16 10:35:07+08:00,Dp8xQx,30.74632,103.927703
