Var1,Var2,Var3,Var4
2018-04-16 08:35:06+08:00,0KMZ4V,30.747789,103.934031
2018-04-16 08:35:06+08:00,0lzVor,30.740449,103.927213
2018-04-16 08:35:06+08:00,26Myp4,30.750602,103.921257
2018-04-16 08:35:05+08:00,2AwoP6,30.744068,103.921331
2018-04-16 08:35:05+08:00,3GeJOD,30.750023,103.929185
2018-04-16 08:35:06+08:00,3JGOm,30.751948,103.92998
2018-04-16 08:35:06+08:00,3Xq0Gq,30.748564,103.923531
2018-04-16 08:35:06+08:00,45w5PD,30.748256,103.931905
2018-04-16 08:35:05+08:00,4XoO6E,30.750882,103.936254
2018-04-16 08:35:06+08:00,4rZD8B,30.746922,103.939777
2018-04-16 08:35:06+08:00,5mmRrR,30.74073,103.929021
2018-04-16 08:35:06+08:00,5nQZke,30.754085,103.928077
2018-04-16 08:35:05+08:00,67LAPZ,30.745212,103.917773
2018-04-16 08:35:05+08:00,6MGrmX,30.743324,103.930611
2018-04-16 08:35:05+08:00,6PmyXX,30.752369,103.93411
2018-04-16 08:35:05+08:00,6bbkBq,30.750039,103.925838
2018-04-16 08:35:05+08:00,7MYYNb,30.750383,103.935971
2018-04-16 08:35:05+08:00,7PDGz,30.749027,103.924784
2018-04-16 08:35:05+08:00,7YNYEL,30.742987,103.930537
2018-04-16 08:35:06+08:00,7a8ezJ,30.755058,103.932868
2018-04-16 08:35:05+08:00,7aDXZL,30.750408,103.933002
2018-04-16 08:35:06+08:00,8ZEq6l,30.748783,103.931301
2018-04-16 08:35:06+08:00,A73034,30.75158,103.921612
2018-04-16 08:35:06+08:00,A7VnG2,30.750524,103.920773
2018-04-16 08:35:06+08:00,A7xgp4,30.740701,103.930355
2018-04-16 08:35:06+08:00,APk0eQ,30.748231,103.932371
2018-04-16 08:35:06+08:00,AVJd4r,30.755155,103.923478
2018-04-16 08:35:05+08:00,AVOO7r,30.745427,103.934396
2018-04-16 08:35:06+08:00,AVVLKr,30.747981,103.933433
2018-04-16 08:35:06+08:00,BwRQ4J,30.750158,103.919781
2018-04-16 08:35:06+08:00,D5BMAY,30.76238,103.936042
2018-04-16 08:35:06+08:00,D7XoKY,30.755446,103.926427
2018-04-16 08:35:05+08:00,DOXdro,30.752458,103.933342
2018-04-16 08:35:05+08:00,DOnww4,30.75223,103.933799
2018-04-16 08:35:05+08:00,DpwwJb,30.756741,103.920889
2018-04-16 08:35:06+08:00,DvqQan,30.738916,103.922393
2018-04-16 08:35:06+08:00,ELv4B5,30.748896,103.935726
2018-04-16 08:35:06+08:00,EMMJVG,30.75084,103.931951
2018-04-16 08:35:06+08:00,EON5E0,30.73761,103.926763
2018-04-16 08:35:05+08:00,EPMy55,30.750312,103.925861
2018-04-16 08:35:06+08:00,EPa2A3,30.749107,103.920614
2018-04-16 08:35:05+08:00,EPeAvn,30.752128,103.936406
2018-04-16 08:35:06+08:00,EPevlJ,30.74978,103.938114
2018-04-16 08:35:06+08:00,EXy7eJ,30.741176,103.926214
2018-04-16 08:35:06+08:00,G52KdX,30.737543,103.917902
2018-04-16 08:35:06+08:00,G58E6q,30.741658,103.929857
2018-04-16 08:35:05+08:00,GV6xvJ,30.750389,103.933143
2018-04-16 08:35:05+08:00,GmBABx,30.743936,103.919323
2018-04-16 08:35:06+08:00,JMDePY,30.75443,103.931417
2018-04-16 08:35:06+08:00,JMXby5,30.74647,103.92664
2018-04-16 08:35:06+08:00,JVLexL,30.748919,103.923531
2018-04-16 08:35:05+08:00,JpZKgP,30.746216,103.933586
2018-04-16 08:35:06+08:00,JyLJVY,30.748162,103.933036
